datetime,open,high,low,close,volume
2026-07-06 09:43:00+05:30,23988.237177897012,23992.693027327572,23987.796040573085,23992.09158890249,4432
2026-07-06 09:44:00+05:30,23992.09158890249,23994.22315166007,23991.47200243885,23991.809328001327,4145
2026-07-06 09:45:00+05:30,23991.809328001327,23993.32835813743,23989.11481595356,23989.670179143577,1918
2026-07-06 09:46:00+05:30,23989.670179143577,23990.5623847452,23989.02529300942,23990.323500719678,3189
2026-07-06 09:47:00+05:30,23990.323500719678,23992.116468810178,23988.837171735227,23991.495509364548,4721
2026-07-06 09:48:00+05:30,23991.495509364548,23994.668240931274,23990.63237541043,23994.272813064155,5365
2026-07-06 09:49:00+05:30,23994.272813064155,23994.331488130632,23990.897716850388,23991.67228422931,3171
2026-07-06 09:50:00+05:30,23991.67228422931,23992.45261664898,23987.757733323175,23988.484609746407,1598
2026-07-06 09:51:00+05:30,23988.484609746407,23988.851773430863,23988.08329014042,23988.551682035373,3245
2026-07-06 09:52:00+05:30,23988.551682035373,23990.019044825694,23984.871596650788,23985.47592793211,1587
2026-07-06 09:53:00+05:30,23985.47592793211,23985.88581459135,23984.504085119774,23985.01447803727,6342
2026-07-06 09:54:00+05:30,23985.01447803727,23985.340539995766,23983.040637867674,23983.28361634436,3182
2026-07-06 09:55:00+05:30,23983.28361634436,23986.463167985705,23982.46965953733,23985.40246241558,3662
2026-07-06 09:56:00+05:30,23985.40246241558,23986.312151311995,23983.938839486047,23984.962479645834,1208
2026-07-06 09:57:00+05:30,23984.962479645834,23987.168476645842,23983.646083516243,23985.893549890505,4665
2026-07-06 09:58:00+05:30,23985.893549890505,23987.04497851395,23984.7872362381,23986.397308603657,1518
2026-07-06 09:59:00+05:30,23986.397308603657,23987.09536622716,23983.579572407823,23985.662935106357,2135
2026-07-06 10:00:00+05:30,23985.662935106357,23986.888783831262,23984.80332467187,23986.263088781965,4305
2026-07-06 10:01:00+05:30,23986.263088781965,23987.514286011276,23986.178278327374,23987.37522196338,4811
2026-07-06 10:02:00+05:30,23987.37522196338,23987.51733689332,23985.286994066966,23986.13606960778,4909
2026-07-06 10:03:00+05:30,23986.13606960778,23987.077195869242,23985.00271101542,23985.099688828264,1344
2026-07-06 10:04:00+05:30,23985.099688828264,23986.620485621363,23984.0855609858,23985.049142294258,6634
2026-07-06 10:05:00+05:30,23985.049142294258,23986.171169982033,23984.344743941543,23985.702440336205,1807
2026-07-06 10:06:00+05:30,23985.702440336205,23986.455415343517,23984.02285311649,23985.319377986663,4759
2026-07-06 10:07:00+05:30,23985.319377986663,23985.6930582881,23983.801156470123,23984.692994625166,6258
2026-07-06 10:08:00+05:30,23984.692994625166,23988.70198543497,23984.194833595226,23987.90645151097,4776
2026-07-06 10:09:00+05:30,23987.90645151097,23990.705259796683,23987.781874395016,23989.605017021888,3801
2026-07-06 10:10:00+05:30,23989.605017021888,23991.001504841057,23987.249621703104,23987.74261724914,4434
2026-07-06 10:11:00+05:30,23987.74261724914,23988.085610333434,23986.423062225167,23987.41800315132,6635
2026-07-06 10:12:00+05:30,23987.41800315132,23988.64874088299,23984.87570148392,23986.547657752348,3979
2026-07-06 10:13:00+05:30,23986.547657752348,23989.356040300332,23985.94712145861,23988.38642390268,4698
2026-07-06 10:14:00+05:30,23988.38642390268,23989.601648394822,23988.051877762635,23988.31284519273,4678
2026-07-06 10:15:00+05:30,23988.31284519273,23988.592452399287,23985.23337467385,23985.518493522733,5490
2026-07-06 10:16:00+05:30,23985.518493522733,23987.559606696414,23984.352827866,23985.421399370432,6908
2026-07-06 10:17:00+05:30,23985.421399370432,23985.995944191058,23981.516802036018,23983.37849440013,2466
2026-07-06 10:18:00+05:30,23983.37849440013,23983.76040464486,23982.797930645185,23983.212356721557,4715
2026-07-06 10:19:00+05:30,23983.212356721557,23983.655814662357,23979.5056837793,23980.742723752475,5140
2026-07-06 10:20:00+05:30,23980.742723752475,23981.33132399991,23978.55468877124,23979.72694723302,5113
2026-07-06 10:21:00+05:30,23979.72694723302,23980.569674748636,23979.152192254172,23979.268563432186,4989
2026-07-06 10:22:00+05:30,23979.268563432186,23981.22420218733,23979.26305867682,23981.03813745364,4290
2026-07-06 10:23:00+05:30,23981.03813745364,23981.731082763636,23980.26523535499,23980.266588234805,5828
2026-07-06 10:24:00+05:30,23980.266588234805,23981.74593045573,23979.251985231316,23980.13041961954,971
2026-07-06 10:25:00+05:30,23980.13041961954,23980.27242617017,23979.296902286816,23979.700809680126,4554
2026-07-06 10:26:00+05:30,23979.700809680126,23981.00287900071,23979.49325489455,23980.816200118064,6942
2026-07-06 10:27:00+05:30,23980.816200118064,23983.215402575748,23979.92998803587,23983.187078513885,1427
2026-07-06 10:28:00+05:30,23983.187078513885,23985.176330677354,23982.455551228493,23985.073742147408,1930
2026-07-06 10:29:00+05:30,23985.073742147408,23985.718638020404,23983.870943716145,23984.82342957379,6654
2026-07-06 10:30:00+05:30,23984.82342957379,23985.10570577289,23983.883690020633,23984.44676665971,2541
2026-07-06 10:31:00+05:30,23984.44676665971,23987.766077263717,23984.0463149331,23986.56137687071,6602
2026-07-06 10:32:00+05:30,23986.56137687071,23988.026398231206,23985.2171956299,23985.521396506836,2052
2026-07-06 10:33:00+05:30,23985.521396506836,23985.893328466795,23985.027430356233,23985.58234225273,3596
2026-07-06 10:34:00+05:30,23985.58234225273,23985.920077863186,23984.816421828968,23985.288224276283,6854
2026-07-06 10:35:00+05:30,23985.288224276283,23985.441932986167,23983.404256122973,23983.467994491933,6981
2026-07-06 10:36:00+05:30,23983.467994491933,23984.068124979545,23982.897923695724,23983.562168032782,2248
2026-07-06 10:37:00+05:30,23983.562168032782,23984.199014993075,23982.39555432669,23982.94116589876,1955
2026-07-06 10:38:00+05:30,23982.94116589876,23984.115595965388,23982.682051597254,23984.00527150956,5768
2026-07-06 10:39:00+05:30,23984.00527150956,23987.143777711048,23983.40723652419,23985.30943242429,2900
2026-07-06 10:40:00+05:30,23985.30943242429,23985.91175414363,23980.592162229383,23981.244648914057,2071
2026-07-06 10:41:00+05:30,23981.244648914057,23983.716790240975,23979.151733339277,23979.17963970476,2190
2026-07-06 10:42:00+05:30,23979.17963970476,23980.13084878849,23977.788798302285,23978.419274994412,3261
2026-07-06 10:43:00+05:30,23978.419274994412,23978.792900905974,23977.599334503124,23977.60297304557,5437
2026-07-06 10:44:00+05:30,23977.60297304557,23977.79215820403,23976.677872434346,23976.834177784884,6295
2026-07-06 10:45:00+05:30,23976.834177784884,23977.996285957368,23973.995345099724,23975.048555292953,2858
2026-07-06 10:46:00+05:30,23975.048555292953,23975.692254061232,23974.156456139546,23975.214247285174,5064
2026-07-06 10:47:00+05:30,23975.214247285174,23975.79507403945,23973.9072575962,23974.99085644548,1509
2026-07-06 10:48:00+05:30,23974.99085644548,23975.771853831742,23973.91925052233,23974.452674051798,4193
2026-07-06 10:49:00+05:30,23974.452674051798,23974.529416115598,23973.535552932546,23974.23376898466,4827
2026-07-06 10:50:00+05:30,23974.23376898466,23974.61564112832,23972.9718446852,23974.50505814113,3378
2026-07-06 10:51:00+05:30,23974.50505814113,23975.083785327966,23971.696429178577,23972.73707017725,5436
2026-07-06 10:52:00+05:30,23972.73707017725,23973.122532849997,23970.03605382375,23971.877956506578,4063
2026-07-06 10:53:00+05:30,23971.877956506578,23972.52073101028,23971.214738836,23971.356007584895,2633
2026-07-06 10:54:00+05:30,23971.356007584895,23974.655937773918,23970.694049366582,23973.936748064756,4926
2026-07-06 10:55:00+05:30,23973.936748064756,23975.88194494139,23971.713014446632,23972.356224806816,2909
2026-07-06 10:56:00+05:30,23972.356224806816,23974.57828483415,23969.030197737626,23969.47312895125,2686
2026-07-06 10:57:00+05:30,23969.47312895125,23973.614662788186,23969.391307064034,23973.054681419457,2052
2026-07-06 10:58:00+05:30,23973.054681419457,23973.384323726594,23972.306242307313,23973.09179300497,1622
2026-07-06 10:59:00+05:30,23973.09179300497,23978.562968585,23972.869472535534,23977.73163851258,5357
2026-07-06 11:00:00+05:30,23977.73163851258,23979.518120212717,23976.76910595176,23979.193859537005,6006
2026-07-06 11:01:00+05:30,23979.193859537005,23981.574582032335,23979.13900552593,23980.935675744262,5122
2026-07-06 11:02:00+05:30,23980.935675744262,23981.85847730999,23980.335382247966,23981.661758838985,3909
2026-07-06 11:03:00+05:30,23981.661758838985,23982.563207549545,23978.179641035113,23979.528677153037,2158
2026-07-06 11:04:00+05:30,23979.528677153037,23980.91697688828,23977.47279843447,23980.240954124438,3540
2026-07-06 11:05:00+05:30,23980.240954124438,23983.287954343596,23978.831372215416,23982.74263331674,2435
2026-07-06 11:06:00+05:30,23982.74263331674,23984.83957348711,23979.802246980304,23980.734474670677,1285
2026-07-06 11:07:00+05:30,23980.734474670677,23982.250029673363,23979.974379193198,23981.88071007122,5816
2026-07-06 11:08:00+05:30,23981.88071007122,23982.934916155817,23978.50047805713,23980.37692140315,1467
2026-07-06 11:09:00+05:30,23980.37692140315,23980.572334831984,23978.59362445395,23979.084636474672,1233
2026-07-06 11:10:00+05:30,23979.084636474672,23981.392221059345,23978.75884274246,23980.603178428486,3384
2026-07-06 11:11:00+05:30,23980.603178428486,23984.754709268967,23979.18631151998,23984.64891862373,5432
2026-07-06 11:12:00+05:30,23984.64891862373,23986.17290070193,23983.619390852054,23986.11722472585,1822
2026-07-06 11:13:00+05:30,23986.11722472585,23986.706514630972,23982.63447295964,23983.05892981873,5190
2026-07-06 11:14:00+05:30,23983.05892981873,23983.10535227698,23981.84738023164,23982.035881550953,4447
2026-07-06 11:15:00+05:30,23982.035881550953,23983.579154106894,23981.77340237295,23983.56098356121,1657
2026-07-06 11:16:00+05:30,23983.56098356121,23986.040615872902,23983.147189592233,23985.875697122294,1196
2026-07-06 11:17:00+05:30,23985.875697122294,23988.568186208293,23985.57966493954,23987.79190380433,1055
2026-07-06 11:18:00+05:30,23987.79190380433,23989.84282684941,23987.145571122863,23989.505386090455,5108
2026-07-06 11:19:00+05:30,23989.505386090455,23990.47494189783,23988.608575005717,23990.47030348992,1581
2026-07-06 11:20:00+05:30,23990.47030348992,23990.786440978914,23990.296874164116,23990.493413924145,2373
2026-07-06 11:21:00+05:30,23990.493413924145,23995.579036193383,23990.21718010194,23994.88773500303,5632
2026-07-06 11:22:00+05:30,23994.88773500303,23995.770163836267,23994.297269756164,23994.61267901503,5897
2026-07-06 11:23:00+05:30,23994.61267901503,23994.84342857398,23993.609270450877,23993.801027312405,6441
2026-07-06 11:24:00+05:30,23993.801027312405,23994.15961423621,23991.263747735647,23992.199700032175,1060
2026-07-06 11:25:00+05:30,23992.199700032175,23994.581793146444,23991.770408818844,23994.052509155474,2561
2026-07-06 11:26:00+05:30,23994.052509155474,23996.17504399996,23993.910107789106,23995.68758874292,6885
2026-07-06 11:27:00+05:30,23995.68758874292,23996.346475873346,23994.751621205385,23995.386299480928,6229
2026-07-06 11:28:00+05:30,23995.386299480928,23995.82039631833,23995.169149796577,23995.522109957783,6385
2026-07-06 11:29:00+05:30,23995.522109957783,23996.91419722923,23994.082250457664,23996.43079880103,2720
2026-07-06 11:30:00+05:30,23996.43079880103,23998.087015414352,23995.072335758516,23995.219186162936,2524
2026-07-06 11:31:00+05:30,23995.219186162936,23995.489586706208,23991.965005852864,23992.543809125604,3843
2026-07-06 11:32:00+05:30,23992.543809125604,23992.989004672243,23989.093184625333,23990.016320686536,2815
2026-07-06 11:33:00+05:30,23990.016320686536,23991.93175640906,23989.08578845416,23991.522153862843,5980
2026-07-06 11:34:00+05:30,23991.522153862843,23992.51120287349,23990.455606387626,23990.905960599735,6927
2026-07-06 11:35:00+05:30,23990.905960599735,23991.276608183907,23987.36124955107,23987.371896279325,3215
2026-07-06 11:36:00+05:30,23987.371896279325,23989.963698275224,23986.099987911653,23987.072100212303,2845
2026-07-06 11:37:00+05:30,23987.072100212303,23987.366526291127,23985.291220177573,23986.13025982055,1895
2026-07-06 11:38:00+05:30,23986.13025982055,23986.85983289288,23984.163870140066,23984.70910130694,3615
2026-07-06 11:39:00+05:30,23984.70910130694,23986.366795673697,23983.18725581885,23983.556425767256,2441
2026-07-06 11:40:00+05:30,23983.556425767256,23985.008242534655,23981.96429981532,23982.592607048682,5904
2026-07-06 11:41:00+05:30,23982.592607048682,23982.84292765337,23978.971883144935,23981.391716627757,2352
2026-07-06 11:42:00+05:30,23981.391716627757,23982.219019429373,23980.405531745506,23980.752875903137,4351
2026-07-06 11:43:00+05:30,23980.752875903137,23981.619467076536,23976.974469756078,23977.91580693252,3460
2026-07-06 11:44:00+05:30,23977.91580693252,23979.428297624505,23977.444425625003,23979.327819226863,2741
2026-07-06 11:45:00+05:30,23979.327819226863,23980.557515412023,23977.813307300235,23978.357890184976,3277
2026-07-06 11:46:00+05:30,23978.357890184976,23979.48520082482,23978.211926848733,23978.221953321114,6821
2026-07-06 11:47:00+05:30,23978.221953321114,23979.2357190186,23977.865860178237,23979.158460213777,3779
2026-07-06 11:48:00+05:30,23979.158460213777,23979.362765676935,23973.34354566055,23975.290500847117,3974
2026-07-06 11:49:00+05:30,23975.290500847117,23976.56038994269,23972.709643082824,23972.879078073813,1069
2026-07-06 11:50:00+05:30,23972.879078073813,23973.550361993774,23972.423471892587,23973.098228869723,5817
2026-07-06 11:51:00+05:30,23973.098228869723,23973.835841364587,23970.364184993345,23970.82581499112,1043
2026-07-06 11:52:00+05:30,23970.82581499112,23972.667482980654,23969.107720332824,23970.843605281316,4979
2026-07-06 11:53:00+05:30,23970.843605281316,23971.31718556539,23969.663691157057,23969.96644812992,1930
2026-07-06 11:54:00+05:30,23969.96644812992,23970.121886032506,23968.749268058564,23969.436757216125,4728
2026-07-06 11:55:00+05:30,23969.436757216125,23970.113440789682,23968.82624640338,23968.837867622722,1251
2026-07-06 11:56:00+05:30,23968.837867622722,23970.45416403434,23967.33540445385,23969.280809597432,4124
2026-07-06 11:57:00+05:30,23969.280809597432,23970.245068957684,23968.746942531066,23970.02738673161,1275
2026-07-06 11:58:00+05:30,23970.02738673161,23970.090157174986,23967.460294454595,23967.487147292846,4363
2026-07-06 11:59:00+05:30,23967.487147292846,23967.597539709826,23964.99409855702,23966.311741125064,1524
2026-07-06 12:00:00+05:30,23966.311741125064,23967.940414274377,23962.704072408807,23963.139873619537,6971
2026-07-06 12:01:00+05:30,23963.139873619537,23964.035980920406,23962.054390204677,23963.964053403794,5375
2026-07-06 12:02:00+05:30,23963.964053403794,23967.16832669676,23963.881284784733,23966.806721668705,4443
2026-07-06 12:03:00+05:30,23966.806721668705,23967.546189178804,23966.369257038143,23967.08760464814,3703
2026-07-06 12:04:00+05:30,23967.08760464814,23967.665940563977,23966.238086659298,23966.424078166187,3321
2026-07-06 12:05:00+05:30,23966.424078166187,23966.568626699278,23965.170038762022,23966.00812612031,4334
2026-07-06 12:06:00+05:30,23966.00812612031,23966.948314270754,23965.65552048167,23966.678001576933,5357
2026-07-06 12:07:00+05:30,23966.678001576933,23967.736626785383,23963.98861619183,23964.403216227704,6842
2026-07-06 12:08:00+05:30,23964.403216227704,23964.90068754367,23961.000192671723,23962.428474051983,4536
2026-07-06 12:09:00+05:30,23962.428474051983,23964.317446181598,23961.435442880513,23963.131905336577,1196
2026-07-06 12:10:00+05:30,23963.131905336577,23964.447923990178,23962.912819597368,23963.360102468778,3158
2026-07-06 12:11:00+05:30,23963.360102468778,23963.4701693346,23963.03592357348,23963.30396030927,4703
2026-07-06 12:12:00+05:30,23963.30396030927,23963.875979159595,23962.06157876849,23963.441710529532,6294
2026-07-06 12:13:00+05:30,23963.441710529532,23966.451662929598,23962.73182361375,23965.749486016255,3206
2026-07-06 12:14:00+05:30,23965.749486016255,23966.891724772326,23963.77601935243,23966.61352357417,3721
2026-07-06 12:15:00+05:30,23966.61352357417,23968.11403195155,23965.963566924795,23967.308672860698,1649
2026-07-06 12:16:00+05:30,23967.308672860698,23968.711848609728,23966.386638577875,23966.758639610794,1781
2026-07-06 12:17:00+05:30,23966.758639610794,23969.01562506539,23966.426015107096,23967.41924562037,5054
2026-07-06 12:18:00+05:30,23967.41924562037,23968.197237258722,23967.238294425813,23967.836045005723,4735
2026-07-06 12:19:00+05:30,23967.836045005723,23968.08483363725,23966.146791665426,23966.43679326991,3676
2026-07-06 12:20:00+05:30,23966.43679326991,23967.057310450055,23965.429257776246,23965.962931893493,3423
2026-07-06 12:21:00+05:30,23965.962931893493,23967.35756860165,23964.10183588058,23964.139297816946,5771
2026-07-06 12:22:00+05:30,23964.139297816946,23964.698377483724,23961.305054715653,23961.722388443934,5961
2026-07-06 12:23:00+05:30,23961.722388443934,23962.444241501707,23960.441830133415,23960.92882625979,5520
2026-07-06 12:24:00+05:30,23960.92882625979,23965.859101241203,23960.571215521883,23963.866956450795,5182
2026-07-06 12:25:00+05:30,23963.866956450795,23964.49614626212,23958.254552759634,23959.81800200733,1001
2026-07-06 12:26:00+05:30,23959.81800200733,23960.146665445514,23958.766360802783,23958.836280733503,1783
2026-07-06 12:27:00+05:30,23958.836280733503,23959.42795550087,23956.20464903653,23957.21171655055,6911
2026-07-06 12:28:00+05:30,23957.21171655055,23960.550178401747,23956.795263648673,23959.780029131434,1987
2026-07-06 12:29:00+05:30,23959.780029131434,23961.659154334066,23958.855967212785,23959.122581264288,4944
2026-07-06 12:30:00+05:30,23959.122581264288,23962.208942764413,23958.962029804323,23961.885359830794,1638
2026-07-06 12:31:00+05:30,23961.885359830794,23963.80747365993,23961.087702046072,23962.614791572505,4233
2026-07-06 12:32:00+05:30,23962.614791572505,23964.359010583255,23960.91789404744,23961.70705702214,6620
2026-07-06 12:33:00+05:30,23961.70705702214,23964.11845098384,23961.644172657037,23961.835909946803,1621
2026-07-06 12:34:00+05:30,23961.835909946803,23961.88882457262,23961.177754389744,23961.867622030408,6482
2026-07-06 12:35:00+05:30,23961.867622030408,23962.76374238694,23961.8346428529,23962.432624301757,1436
2026-07-06 12:36:00+05:30,23962.432624301757,23963.250348713947,23959.41155228672,23959.7378587001,4847
2026-07-06 12:37:00+05:30,23959.7378587001,23960.186732647446,23958.40626608434,23960.071391833495,2182
2026-07-06 12:38:00+05:30,23960.071391833495,23961.29509058835,23958.834554510886,23959.94808585222,3949
2026-07-06 12:39:00+05:30,23959.94808585222,23960.64480122396,23959.151039345514,23959.69864814044,3568
2026-07-06 12:40:00+05:30,23959.69864814044,23963.28760384514,23959.611369451937,23962.453938100654,3818
2026-07-06 12:41:00+05:30,23962.453938100654,23964.43579991271,23961.74435811057,23963.645595220154,4668
2026-07-06 12:42:00+05:30,23963.645595220154,23964.68967193392,23961.759525012367,23963.881332716082,4278
2026-07-06 12:43:00+05:30,23963.881332716082,23964.209989681538,23959.299989316118,23960.523365757515,5108
2026-07-06 12:44:00+05:30,23960.523365757515,23962.091541930444,23959.85551932672,23961.71151013225,4002
2026-07-06 12:45:00+05:30,23961.71151013225,23961.752843802507,23960.13738086637,23961.20805826386,3773
2026-07-06 12:46:00+05:30,23961.20805826386,23963.831070164597,23960.588272898196,23962.45956907305,6058
2026-07-06 12:47:00+05:30,23962.45956907305,23966.059930443513,23961.667105265395,23965.024317693358,2627
2026-07-06 12:48:00+05:30,23965.024317693358,23966.07287430881,23961.131764364418,23961.948196085716,6294
2026-07-06 12:49:00+05:30,23961.948196085716,23964.06931911777,23961.659577182563,23962.914769462808,996
2026-07-06 12:50:00+05:30,23962.914769462808,23965.9830583968,23962.85748551592,23964.87522727524,1129
2026-07-06 12:51:00+05:30,23964.87522727524,23968.689046707445,23964.18172337694,23968.301628089772,3091
2026-07-06 12:52:00+05:30,23968.301628089772,23969.04164372332,23967.812617192612,23969.003232147435,4987
2026-07-06 12:53:00+05:30,23969.003232147435,23970.279558480033,23968.97185567371,23969.435204679292,3508
2026-07-06 12:54:00+05:30,23969.435204679292,23970.444740568346,23968.856790866692,23970.083340053243,5844
2026-07-06 12:55:00+05:30,23970.083340053243,23970.39437958247,23968.92080238279,23969.039054051536,5418
2026-07-06 12:56:00+05:30,23969.039054051536,23970.95730324209,23968.299645926032,23970.100757185053,2768
2026-07-06 12:57:00+05:30,23970.100757185053,23971.031285586152,23968.694110352484,23969.253607495975,5076
2026-07-06 12:58:00+05:30,23969.253607495975,23972.012766444757,23968.97668594588,23971.780967625462,5957
2026-07-06 12:59:00+05:30,23971.780967625462,23972.92671798056,23971.748404458667,23972.18872899593,1414
2026-07-06 13:00:00+05:30,23972.18872899593,23973.68910443023,23969.808385811877,23970.497995279176,2750
2026-07-06 13:01:00+05:30,23970.497995279176,23973.509641006207,23969.455265598932,23972.521325463815,2958
2026-07-06 13:02:00+05:30,23972.521325463815,23974.99300524366,23971.786241360172,23974.409067613276,1234
2026-07-06 13:03:00+05:30,23974.409067613276,23976.32545316268,23973.393699532324,23973.92345664793,5158
2026-07-06 13:04:00+05:30,23973.92345664793,23977.190152330328,23973.58788520699,23976.811000107187,4038
2026-07-06 13:05:00+05:30,23976.811000107187,23977.938266603025,23973.68486139278,23974.059569475085,1021
2026-07-06 13:06:00+05:30,23974.059569475085,23974.619009171558,23971.43712893974,23972.773879712317,1682
2026-07-06 13:07:00+05:30,23972.773879712317,23973.348850751794,23971.870960108066,23971.995907856202,6156
2026-07-06 13:08:00+05:30,23971.995907856202,23972.147787039787,23970.871321442602,23971.30014209504,1148
2026-07-06 13:09:00+05:30,23971.30014209504,23973.30010107637,23967.774439838395,23967.837798765322,3671
2026-07-06 13:10:00+05:30,23967.837798765322,23968.614819339058,23963.07988931678,23963.722516374586,5912
2026-07-06 13:11:00+05:30,23963.722516374586,23965.20083008893,23962.906357634864,23964.06757343247,2702
2026-07-06 13:12:00+05:30,23964.06757343247,23964.154847009308,23961.578048416748,23962.439735335312,5686
2026-07-06 13:13:00+05:30,23962.439735335312,23962.56189221295,23960.107726124043,23960.46274784172,1835
2026-07-06 13:14:00+05:30,23960.46274784172,23961.350582065355,23958.255243464107,23959.191812235968,4406
2026-07-06 13:15:00+05:30,23959.191812235968,23960.07983041776,23956.42005094956,23958.163522006154,3975
2026-07-06 13:16:00+05:30,23958.163522006154,23959.206467270684,23956.99395833133,23958.84962487534,5659
2026-07-06 13:17:00+05:30,23958.84962487534,23959.05223020197,23957.313479062705,23958.162949789785,4656
2026-07-06 13:18:00+05:30,23958.162949789785,23958.386128582886,23956.788341326752,23957.98252983154,1174
2026-07-06 13:19:00+05:30,23957.98252983154,23959.17079663003,23956.329074111087,23957.13653838549,6125
2026-07-06 13:20:00+05:30,23957.13653838549,23959.857124047416,23957.033038583286,23958.38667401447,3277
2026-07-06 13:21:00+05:30,23958.38667401447,23960.055745217753,23957.563843203134,23958.028110101695,2043
2026-07-06 13:22:00+05:30,23958.028110101695,23958.643124978087,23955.2116853793,23956.139561039992,2139
2026-07-06 13:23:00+05:30,23956.139561039992,23958.997727648148,23955.96606434744,23958.4761487307,3450
2026-07-06 13:24:00+05:30,23958.4761487307,23961.502167341365,23956.98943497773,23961.318426214802,3434
2026-07-06 13:25:00+05:30,23961.318426214802,23964.07147131919,23960.664547038803,23960.773738882064,2380
2026-07-06 13:26:00+05:30,23960.773738882064,23962.556280244113,23960.130977475612,23961.431531072674,2235
2026-07-06 13:27:00+05:30,23961.431531072674,23962.189966410057,23957.217787166057,23957.628576487332,2598
2026-07-06 13:28:00+05:30,23957.628576487332,23957.80657957815,23954.747149665996,23955.1293572962,2216
2026-07-06 13:29:00+05:30,23955.1293572962,23958.338286519916,23954.896652149466,23956.60248875384,2151
2026-07-06 13:30:00+05:30,23956.60248875384,23959.011705491426,23955.609377299723,23958.651142565086,1380
2026-07-06 13:31:00+05:30,23958.651142565086,23962.90700517691,23957.82591534978,23962.651221111406,6472
2026-07-06 13:32:00+05:30,23962.651221111406,23962.850399982566,23961.277165223328,23961.40282147494,3871
2026-07-06 13:33:00+05:30,23961.40282147494,23963.1525216778,23960.74164492888,23962.657263160312,2072
2026-07-06 13:34:00+05:30,23962.657263160312,23962.843733377555,23958.280152822066,23959.253964091255,909
2026-07-06 13:35:00+05:30,23959.253964091255,23961.13483486023,23959.22646413129,23960.2215331703,4712
2026-07-06 13:36:00+05:30,23960.2215331703,23960.509280453487,23959.53335041816,23960.080288526548,5506
2026-07-06 13:37:00+05:30,23960.080288526548,23963.701262315404,23959.75269685917,23961.467758071667,3075
2026-07-06 13:38:00+05:30,23961.467758071667,23962.420578481484,23960.686062120436,23962.13004874003,5783
2026-07-06 13:39:00+05:30,23962.13004874003,23963.27517283485,23959.58554653232,23960.225321383467,1215
2026-07-06 13:40:00+05:30,23960.225321383467,23960.618330088844,23959.77973211321,23960.613734072882,2287
2026-07-06 13:41:00+05:30,23960.613734072882,23961.61587256649,23960.247987152194,23960.50972993783,842
2026-07-06 13:42:00+05:30,23960.50972993783,23960.76926027327,23958.813497704472,23959.164043910256,3844
